BusA,CCAr,Reference,Account,Customer.Name,Zone,Bran,Ty,Local.Crcy.Amt,Arr..Clearing...Net.Due.Date.,PayT,Sale.Type,DocumentNo,Doc.Chq.dt,Month,Pstng.Date,Net.Due.Dt,G.L,Year,Pending_Amy,pending_cnt,Prediction,Low delay,Low Medium Delay,High Delay
2000,BPR,2412162579,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.09,6,ZZ20,Credit,64971003,21.12.2018,Dec,21-12-18,02-01-19,1221001,2019,9.54,85,No Delay,0.68,0.22,0.1
2000,BPR,2412162640,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.09,6,ZZ20,Credit,64971066,21.12.2018,Dec,21-12-18,02-01-19,1221001,2019,9.54,85,No Delay,0.68,0.22,0.1
2000,BPR,2412162649,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.09,6,ZZ20,Credit,64971076,21.12.2018,Dec,21-12-18,02-01-19,1221001,2019,9.54,85,No Delay,0.68,0.22,0.1
2000,BPR,2412163570,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.08,6,ZZ19,Credit,64976937,23.12.2018,Dec,23-12-18,02-01-19,1221001,2019,12.79,109,No Delay,0.7,0.25,0.06
2000,BPR,2412163572,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.09,6,ZZ19,Credit,64976939,23.12.2018,Dec,23-12-18,02-01-19,1221001,2019,12.79,109,No Delay,0.7,0.24,0.06
2000,BPR,2412163573,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.08,6,ZZ19,Credit,64976940,23.12.2018,Dec,23-12-18,02-01-19,1221001,2019,12.79,109,No Delay,0.7,0.25,0.06
2000,BPR,2412163574,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.09,6,ZZ19,Credit,64976941,23.12.2018,Dec,23-12-18,02-01-19,1221001,2019,12.79,109,No Delay,0.7,0.24,0.06
1000,BPR,2412163594,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.15,6,ZZ41,Credit,64976963,23.12.2018,Dec,23-12-18,02-01-19,1221001,2019,12.79,109,No Delay,0.65,0.25,0.09
1000,BPR,2412163595,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.15,6,ZZ41,Credit,64976964,23.12.2018,Dec,23-12-18,02-01-19,1221001,2019,12.79,109,No Delay,0.65,0.25,0.09
1000,BPR,2412163596,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.15,6,ZZ41,Credit,64976965,23.12.2018,Dec,23-12-18,02-01-19,1221001,2019,12.79,109,No Delay,0.65,0.25,0.09
1000,BPR,2412163607,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.13,6,ZZ41,Credit,64976976,23.12.2018,Dec,23-12-18,02-01-19,1221001,2019,12.79,109,No Delay,0.74,0.22,0.03
1000,BPR,2412163608,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.13,6,ZZ41,Credit,64976977,23.12.2018,Dec,23-12-18,02-01-19,1221001,2019,12.79,109,No Delay,0.74,0.22,0.03
2000,BPR,2412163622,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.09,6,ZZ19,Credit,64976992,23.12.2018,Dec,23-12-18,02-01-19,1221001,2019,12.79,109,No Delay,0.7,0.24,0.06
2000,BPR,2412163658,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.08,6,ZZ19,Credit,64977030,23.12.2018,Dec,23-12-18,02-01-19,1221001,2019,12.79,109,No Delay,0.7,0.25,0.06
2000,BPR,2412163659,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.08,6,ZZ19,Credit,64977031,23.12.2018,Dec,23-12-18,02-01-19,1221001,2019,12.79,109,No Delay,0.7,0.25,0.06
2000,BPR,2412163660,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.06,6,ZZ19,Credit,64977032,23.12.2018,Dec,23-12-18,02-01-19,1221001,2019,12.79,109,No Delay,0.66,0.28,0.06
2000,BPR,2412163666,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.08,6,ZZ19,Credit,64977038,23.12.2018,Dec,23-12-18,02-01-19,1221001,2019,12.79,109,No Delay,0.7,0.25,0.06
2000,BPR,2412163667,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.08,6,ZZ19,Credit,64977039,23.12.2018,Dec,23-12-18,02-01-19,1221001,2019,12.79,109,No Delay,0.7,0.25,0.06
2000,BPR,2412163673,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.09,6,ZZ19,Credit,64977046,23.12.2018,Dec,23-12-18,02-01-19,1221001,2019,12.79,109,No Delay,0.7,0.24,0.06
2000,BPR,2412165930,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.07,6,ZZ20,Credit,63004188,30.12.2018,Dec,30-12-18,11-01-19,1221001,2019,16.95,147,High Delay,0.06,0.3,0.64
2000,BPR,2412165936,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.09,6,ZZ20,Credit,63004194,30.12.2018,Dec,30-12-18,11-01-19,1221001,2019,16.95,147,High Delay,0.07,0.29,0.64
2000,BPR,2412165973,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.09,6,ZZ20,Credit,63004237,30.12.2018,Dec,30-12-18,11-01-19,1221001,2019,16.95,147,High Delay,0.07,0.29,0.64
2000,BPR,2412165979,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.08,6,ZZ20,Credit,63004243,30.12.2018,Dec,30-12-18,11-01-19,1221001,2019,16.95,147,High Delay,0.06,0.3,0.64
2000,BPR,2412165982,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.09,6,ZZ20,Credit,63004246,30.12.2018,Dec,30-12-18,11-01-19,1221001,2019,16.95,147,High Delay,0.07,0.29,0.64
2000,BPR,2412166026,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.05,6,ZZ19,Credit,63004305,30.12.2018,Dec,30-12-18,09-01-19,1221001,2019,16.95,147,High Delay,0.06,0.3,0.64
2000,BPR,2412166027,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.04,6,ZZ19,Credit,63004306,30.12.2018,Dec,30-12-18,09-01-19,1221001,2019,16.95,147,High Delay,0.06,0.3,0.64
2000,BPR,2426908853,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.2,6,ZZ19,Credit,64976034,23.12.2018,Dec,23-12-18,02-01-19,1221001,2019,12.79,109,No Delay,0.35,0.33,0.33
2000,BPR,2431602176,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.18,6,ZZ20,Credit,64967818,21.12.2018,Dec,21-12-18,02-01-19,1221001,2019,9.54,85,No Delay,0.57,0.2,0.24
2000,BPR,2431602222,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.17,6,ZZ20,Credit,64969090,21.12.2018,Dec,21-12-18,02-01-19,1221001,2019,9.54,85,No Delay,0.55,0.2,0.25
2000,BPR,2431602245,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.18,6,ZZ20,Credit,64970178,21.12.2018,Dec,21-12-18,02-01-19,1221001,2019,9.54,85,No Delay,0.57,0.2,0.24
2000,BPR,2431602277,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.16,6,ZZ20,Credit,64970892,21.12.2018,Dec,21-12-18,02-01-19,1221001,2019,9.54,85,No Delay,0.53,0.21,0.25
2000,BPR,2431602278,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.18,6,ZZ20,Credit,64970949,21.12.2018,Dec,21-12-18,02-01-19,1221001,2019,9.54,85,No Delay,0.57,0.2,0.24
2000,BPR,2431602363,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.18,6,ZZ20,Credit,64973129,22.12.2018,Dec,22-12-18,03-01-19,1221001,2019,11.79,104,Low Delay,0.33,0.36,0.31
2000,BPR,2431602477,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.17,6,ZZ19,Credit,64976447,23.12.2018,Dec,23-12-18,02-01-19,1221001,2019,12.79,109,No Delay,0.34,0.33,0.33
2000,BPR,2431602494,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.06,6,ZZ19,Credit,64976787,24.12.2018,Dec,24-12-18,03-01-19,1221001,2019,15.61,136,High Delay,0.08,0.32,0.6
2000,BPR,2431602514,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.14,6,ZZ19,Credit,64977193,24.12.2018,Dec,24-12-18,03-01-19,1221001,2019,15.61,136,High Delay,0.05,0.28,0.67
2000,BPR,2431602529,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.08,6,ZZ19,Credit,64977314,24.12.2018,Dec,24-12-18,03-01-19,1221001,2019,15.61,136,High Delay,0.08,0.33,0.59
2000,BPR,2431602530,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.08,6,ZZ19,Credit,64977316,24.12.2018,Dec,24-12-18,03-01-19,1221001,2019,15.61,136,High Delay,0.08,0.33,0.59
2000,BPR,2431602557,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.08,6,ZZ19,Credit,64978506,24.12.2018,Dec,24-12-18,03-01-19,1221001,2019,15.61,136,High Delay,0.08,0.33,0.59
9600,BPR,2146127352,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,6,ZZ40,Credit,64971134,22.12.2018,Dec,22-12-18,30-12-18,1221001,2019,18.28,133,High Delay,0.15,0.36,0.5
9600,BPR,2146127353,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,6,ZZ40,Credit,64971135,22.12.2018,Dec,22-12-18,30-12-18,1221001,2019,18.28,133,High Delay,0.15,0.36,0.5
9600,BPR,2146127354,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,6,ZZ40,Credit,64971139,22.12.2018,Dec,22-12-18,30-12-18,1221001,2019,18.28,133,High Delay,0.15,0.36,0.5
9600,BPR,2146127626,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,6,ZZ40,Credit,64977084,24.12.2018,Dec,24-12-18,01-01-19,1221001,2019,20.9,155,Low Delay,0.26,0.39,0.35
9600,BPR,2146127696,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,6,ZZ40,Credit,64979027,24.12.2018,Dec,24-12-18,01-01-19,1221001,2019,20.9,155,Low Delay,0.26,0.39,0.35
9600,BPR,2146127697,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,6,ZZ40,Credit,64979033,24.12.2018,Dec,24-12-18,01-01-19,1221001,2019,20.9,155,Low Delay,0.26,0.39,0.35
9600,BPR,2146127703,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,6,ZZ40,Credit,64979090,24.12.2018,Dec,24-12-18,01-01-19,1221001,2019,20.9,155,Low Delay,0.26,0.39,0.35
9600,BPR,2146127767,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,6,ZZ40,Credit,64980571,25.12.2018,Dec,25-12-18,02-01-19,1221001,2019,21.96,162,Low Delay,0.29,0.39,0.32
9600,BPR,2146127768,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,6,ZZ40,Credit,64980573,25.12.2018,Dec,25-12-18,02-01-19,1221001,2019,21.96,162,Low Delay,0.29,0.39,0.32
9600,BPR,2146127786,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.13,6,ZZ40,Credit,64980634,25.12.2018,Dec,25-12-18,02-01-19,1221001,2019,21.96,162,No Delay,0.38,0.36,0.26
9600,BPR,2146127965,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.13,6,ZZ40,Credit,64984547,26.12.2018,Dec,26-12-18,03-01-19,1221001,2019,19.18,142,Low Delay,0.33,0.39,0.28
9600,BPR,2146128083,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,6,ZZ40,Credit,64986692,26.12.2018,Dec,26-12-18,03-01-19,1221001,2019,19.18,142,Low Delay,0.24,0.42,0.33
9600,BPR,2146128947,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,6,ZZ40,Credit,63007468,31.12.2018,Dec,31-12-18,08-01-19,1221001,2019,17.7,128,High Delay,0.15,0.35,0.5
2000,BPR,2412163106,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.08,6,Z003,Credit,64974625,22.12.2018,Dec,22-12-18,01-01-19,1221001,2019,18.28,133,High Delay,0.18,0.18,0.65
2000,BPR,2412163107,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.07,6,Z003,Credit,64974626,22.12.2018,Dec,22-12-18,01-01-19,1221001,2019,18.28,133,High Delay,0.18,0.18,0.65
2000,BPR,2412163111,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.09,6,Z003,Credit,64974630,22.12.2018,Dec,22-12-18,01-01-19,1221001,2019,18.28,133,High Delay,0.19,0.16,0.66
2000,BPR,2412163146,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.08,6,Z003,Credit,64974677,22.12.2018,Dec,22-12-18,01-01-19,1221001,2019,18.28,133,High Delay,0.18,0.18,0.65
2000,BPR,2412165593,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.14,6,Z003,Credit,63000371,29.12.2018,Dec,29-12-18,08-01-19,1221001,2019,23.93,174,High Delay,0.26,0.07,0.68
2000,BPR,2412165595,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.14,6,Z003,Credit,63000373,29.12.2018,Dec,29-12-18,08-01-19,1221001,2019,23.93,174,High Delay,0.26,0.07,0.68
2000,BPR,2412165602,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.14,6,Z003,Credit,63000381,29.12.2018,Dec,29-12-18,08-01-19,1221001,2019,23.93,174,High Delay,0.26,0.07,0.68
9600,BPR,2483313657,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,6,ZZ28,Credit,64997390,29.12.2018,Dec,29-12-18,01-01-19,1221001,2019,23.93,174,High Delay,0.32,0.32,0.36
1000,BPR,2483313745,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,6,ZZ28,Credit,64999731,29.12.2018,Dec,29-12-18,01-01-19,1221001,2019,23.93,174,High Delay,0.2,0.05,0.74
1000,BPR,2483313937,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,6,ZZ28,Credit,63003556,30.12.2018,Dec,30-12-18,02-01-19,1221001,2019,25.15,182,High Delay,0.22,0.05,0.73
9600,BPR,2483314114,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.13,6,ZZ28,Credit,63007287,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,17.7,128,High Delay,0.14,0.31,0.55
9600,BPR,2483314184,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,6,ZZ28,Credit,63008802,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,17.7,128,High Delay,0.14,0.27,0.59
1000,BPR,2483314211,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,6,ZZ28,Credit,63008943,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,17.7,128,High Delay,0.02,0.09,0.88
9600,BPR,2483314216,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.17,6,ZZ28,Credit,63009019,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,17.7,128,High Delay,0.18,0.13,0.69
1000,BPR,2483314222,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.15,6,ZZ28,Credit,63009091,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,17.7,128,High Delay,0.02,0.09,0.88
3000,BPR,2485216691,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.13,6,ZZ28,Credit,64987589,27.12.2018,Dec,27-12-18,30-12-18,1221001,2019,18.57,137,Low Delay,0.23,0.42,0.35
3000,BPR,2485216860,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.17,6,ZZ28,Credit,63002916,30.12.2018,Dec,30-12-18,02-01-19,1221001,2019,25.15,182,No Delay,0.5,0.1,0.4
1000,BPR,2483314309,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.16,6,ZZ28,Credit,63010366,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,17.7,128,High Delay,0.02,0.07,0.91
2000,BPR,2483314302,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.17,6,ZZ28,Credit,63010336,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,17.7,128,High Delay,0.01,0.07,0.92
2000,BPR,2412165685,141698,MANGLA SONS,North,CDGH,RV,0.08,6,ZZ20,Credit,63001564,29.12.2018,Dec,29-12-18,10-01-19,1221001,2019,7.11,88,No Delay,0.61,0.27,0.13
1000,BPR,2202500070,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.14,6,ZZ36,Credit,64966243,20.12.2018,Dec,20-12-18,25-12-18,1221001,2019,1.65,12,No Delay,0.75,0.14,0.11
2000,BPR,2483313133,124762,SKM GALVA,West,BOMB,RV,0.08,6,ZZ28,Credit,64966820,20.12.2018,Dec,20-12-18,23-12-18,1221001,2019,3.5,24,Low Delay,0.27,0.73,0.0
2000,BPR,2483313137,124762,SKM GALVA,West,BOMB,RV,0.09,6,ZZ28,Credit,64966884,20.12.2018,Dec,20-12-18,23-12-18,1221001,2019,3.5,24,No Delay,0.66,0.33,0.0
2000,BPR,2483313132,124762,SKM GALVA,West,BOMB,RV,0.15,6,ZZ28,Credit,64966813,20.12.2018,Dec,20-12-18,23-12-18,1221001,2019,3.5,24,No Delay,0.82,0.11,0.07
2000,BPR,2483313136,124762,SKM GALVA,West,BOMB,RV,0.17,6,ZZ28,Credit,64966858,20.12.2018,Dec,20-12-18,23-12-18,1221001,2019,3.5,24,No Delay,0.81,0.07,0.12
2000,BPR,2483313131,124762,SKM GALVA,West,BOMB,RV,0.21,6,ZZ28,Credit,64966808,20.12.2018,Dec,20-12-18,23-12-18,1221001,2019,3.5,24,No Delay,0.94,0.05,0.01
2000,BPR,2424231257,122963,DEVI DAYAL HARI KISHAN,West,INDR,RV,0.02,6,ZZ19,Credit,64984232,26.12.2018,Dec,26-12-18,05-01-19,1221001,2019,1.45,11,No Delay,0.83,0.17,0.0
2000,BPR,2424231258,122963,DEVI DAYAL HARI KISHAN,West,INDR,RV,0.02,6,ZZ19,Credit,64984266,26.12.2018,Dec,26-12-18,05-01-19,1221001,2019,1.45,11,No Delay,0.83,0.17,0.0
2000,BPR,2424231263,122963,DEVI DAYAL HARI KISHAN,West,INDR,RV,0.15,6,ZZ19,Credit,64985159,26.12.2018,Dec,26-12-18,05-01-19,1221001,2019,1.45,11,No Delay,0.52,0.46,0.02
2000,BPR,2424231256,122963,DEVI DAYAL HARI KISHAN,West,INDR,RV,0.27,6,ZZ19,Credit,64984231,26.12.2018,Dec,26-12-18,05-01-19,1221001,2019,1.45,11,No Delay,0.96,0.03,0.01
9600,BPR,2146127164,121328,RS BOKARO METAL (P) LTD.,East,JAMS,RV,0.15,6,ZZ34,Credit,64966068,20.12.2018,Dec,20-12-18,22-12-18,1221001,2019,0.29,2,Low Delay,0.22,0.78,0.0
9600,BPR,2146127195,121328,RS BOKARO METAL (P) LTD.,East,JAMS,RV,0.17,6,ZZ34,Credit,64967215,20.12.2018,Dec,20-12-18,22-12-18,1221001,2019,0.29,2,Low Delay,0.33,0.36,0.3
2000,BPR,2412165603,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.14,6,ZZ19,Credit,63000382,29.12.2018,Dec,29-12-18,08-01-19,1221001,2019,13.77,98,No Delay,0.75,0.1,0.15
9600,BPR,2146128661,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.15,6,ZZ41,Credit,63000461,29.12.2018,Dec,29-12-18,08-01-19,1221001,2019,13.77,98,No Delay,0.93,0.06,0.01
9600,BPR,2146129082,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.15,6,ZZ40,Credit,63010815,31.12.2018,Dec,31-12-18,08-01-19,1221001,2019,10.98,80,No Delay,0.64,0.36,0.0
9600,BPR,2146128886,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.16,6,ZZ40,Credit,63004876,31.12.2018,Dec,31-12-18,08-01-19,1221001,2019,10.98,80,No Delay,0.57,0.43,0.0
9600,BPR,2146129084,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.16,6,ZZ40,Credit,63010835,31.12.2018,Dec,31-12-18,08-01-19,1221001,2019,10.98,80,No Delay,0.57,0.43,0.0
2000,BPR,2483313914,120296,MAHARASHTRA METAL INDUSTRIES P,West,BOMB,RV,0.04,6,ZZ34,Credit,63003086,30.12.2018,Dec,30-12-18,01-01-19,1221001,2019,1.33,9,No Delay,0.48,0.46,0.05
2000,BPR,2483313931,120296,MAHARASHTRA METAL INDUSTRIES P,West,BOMB,RV,0.17,6,ZZ34,Credit,63003361,30.12.2018,Dec,30-12-18,01-01-19,1221001,2019,1.33,9,No Delay,0.53,0.23,0.24
2000,BPR,2483313913,120296,MAHARASHTRA METAL INDUSTRIES P,West,BOMB,RV,0.19,6,ZZ34,Credit,63003077,30.12.2018,Dec,30-12-18,01-01-19,1221001,2019,1.33,9,No Delay,0.43,0.15,0.42
2000,BPR,2426112866,116137,PELIKAN DOSSIER (P) LTD.,North,JPUR,RV,0.19,6,ZZ20,Credit,64964357,20.12.2018,Dec,20-12-18,01-01-19,1221001,2019,0.99,7,No Delay,0.95,0.03,0.02
2000,BPR,2412166455,109936,Rohit & Co.,West,AMED,RV,0.16,6,ZZ19,Credit,63010488,31.12.2018,Dec,31-12-18,10-01-19,1221001,2019,5.59,38,No Delay,0.97,0.03,0.0
4000,BPR,2431603665,103620,SILIGURI BUILDERS PVT. LTD.,East,CALS,RV,0.14,6,ZZ13,Credit,63005670,31.12.2018,Dec,31-12-18,05-01-19,1221001,2019,3.7,21,No Delay,0.7,0.23,0.07
4000,BPR,1253021436,103620,SILIGURI BUILDERS PVT. LTD.,East,CALS,RV,0.16,6,ZZ13,Credit,63008056,31.12.2018,Dec,31-12-18,05-01-19,1221001,2019,3.7,21,Low Delay,0.2,0.8,0.0
4000,BPR,2495138779,103620,SILIGURI BUILDERS PVT. LTD.,East,CALS,RV,0.18,6,ZZ13,Credit,63005253,31.12.2018,Dec,31-12-18,05-01-19,1221001,2019,3.7,21,Low Delay,0.2,0.8,0.0
4000,BPR,2495138745,103620,SILIGURI BUILDERS PVT. LTD.,East,CALS,RV,0.18,6,ZZ13,Credit,63001302,30.12.2018,Dec,30-12-18,04-01-19,1221001,2019,5.06,29,No Delay,0.53,0.47,0.0
4000,BPR,2495138782,103620,SILIGURI BUILDERS PVT. LTD.,East,CALS,RV,0.18,6,ZZ13,Credit,63007143,31.12.2018,Dec,31-12-18,05-01-19,1221001,2019,3.7,21,Low Delay,0.2,0.8,0.0
2000,BPR,2424231147,102084,DEVI DAYAL HARI KISHAN,North,KANP,RV,0.19,6,ZZ30,Credit,64965182,20.12.2018,Dec,20-12-18,25-12-18,1221001,2019,0.31,1,Low Delay,0.22,0.77,0.01
2000,BPR,2426112963,101297,AMIT IRON PVT. LTD,East,CALS,RV,0.07,6,ZZ16,Credit,64971273,21.12.2018,Dec,21-12-18,25-12-18,1221001,2019,1.83,12,No Delay,0.56,0.01,0.43
2000,BPR,2442038350,101297,AMIT IRON PVT. LTD,East,CALS,RV,0.09,6,ZZ16,Credit,64971272,21.12.2018,Dec,21-12-18,25-12-18,1221001,2019,1.83,12,High Delay,0.26,0.0,0.74
2000,BPR,2426112957,101297,AMIT IRON PVT. LTD,East,CALS,RV,0.17,6,ZZ16,Credit,64971248,21.12.2018,Dec,21-12-18,25-12-18,1221001,2019,1.83,12,No Delay,0.99,0.01,0.0
9600,BPR,2146127194,901635,INTEGRAL VYAPAR PVT LTD,East,BHUB,RV,0.17,7,ZZ33,Credit,64967211,20.12.2018,Dec,20-12-18,21-12-18,1221001,2019,0.81,5,Low Delay,0.0,0.96,0.04
4000,BPR,2431603366,874324,GL KUNDU AND SONS STEEL PVT LT,East,CALS,RV,0.15,7,ZZ38,Credit,64996664,29.12.2018,Dec,29-12-18,02-01-19,1221001,2019,1.97,11,Low Delay,0.13,0.87,0.0
4000,BPR,2495138723,874324,GL KUNDU AND SONS STEEL PVT LT,East,CALS,RV,0.17,7,ZZ38,Credit,64998958,29.12.2018,Dec,29-12-18,02-01-19,1221001,2019,1.97,11,Low Delay,0.03,0.97,0.0
4000,BPR,2495138720,874324,GL KUNDU AND SONS STEEL PVT LT,East,CALS,RV,0.18,7,ZZ38,Credit,64998142,29.12.2018,Dec,29-12-18,02-01-19,1221001,2019,1.97,11,Low Delay,0.49,0.51,0.0
4000,BPR,2495138712,874324,GL KUNDU AND SONS STEEL PVT LT,East,CALS,RV,0.18,7,ZZ38,Credit,64996722,29.12.2018,Dec,29-12-18,02-01-19,1221001,2019,1.97,11,Low Delay,0.49,0.51,0.0
4000,BPR,2495138706,874324,GL KUNDU AND SONS STEEL PVT LT,East,CALS,RV,0.18,7,ZZ38,Credit,64996274,29.12.2018,Dec,29-12-18,02-01-19,1221001,2019,1.97,11,Low Delay,0.49,0.51,0.0
4000,BPR,2495138726,874324,GL KUNDU AND SONS STEEL PVT LT,East,CALS,RV,0.22,7,ZZ38,Credit,63000197,29.12.2018,Dec,29-12-18,02-01-19,1221001,2019,1.97,11,No Delay,0.99,0.01,0.0
9600,BPR,2483314063,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.14,7,ZZ28,Credit,63005888,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,2.89,20,No Delay,1.0,0.0,0.0
9600,BPR,2483314067,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,7,ZZ28,Credit,63005927,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,2.89,20,No Delay,1.0,0.0,0.0
9600,BPR,2483314096,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.14,7,ZZ28,Credit,63007028,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,2.89,20,No Delay,1.0,0.0,0.0
9600,BPR,2483314110,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.12,7,ZZ28,Credit,63007212,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,2.89,20,No Delay,1.0,0.0,0.0
9600,BPR,2483314175,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,7,ZZ28,Credit,63008479,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,2.89,20,No Delay,1.0,0.0,0.0
3000,BPR,2485216890,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.14,7,ZZ28,Credit,63005610,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,2.89,20,No Delay,1.0,0.0,0.0
3000,BPR,2485216925,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.11,7,ZZ28,Credit,63010854,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,2.89,20,No Delay,1.0,0.0,0.0
3000,BPR,2485216928,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.14,7,ZZ28,Credit,63011289,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,2.89,20,No Delay,1.0,0.0,0.0
3000,BPR,2485216931,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.14,7,ZZ28,Credit,63011352,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,2.89,20,No Delay,1.0,0.0,0.0
3000,BPR,2485216939,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.14,7,ZZ28,Credit,63011395,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,2.89,20,No Delay,1.0,0.0,0.0
3000,BPR,2485216934,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.14,7,ZZ28,Credit,63011372,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,2.89,20,No Delay,1.0,0.0,0.0
9600,BPR,2483314307,854773,ANM ISPAT PVT LTD,West,AMED,RV,0.15,7,ZZ28,Credit,63010361,31.12.2018,Dec,31-12-18,03-01-19,1221001,2019,2.89,20,No Delay,1.0,0.0,0.0
