BusA,CCAr,Reference,Account,Customer.Name,Zone,Bran,Ty,Local.Crcy.Amt,Arr..Clearing...Net.Due.Date.,PayT,Sale.Type,DocumentNo,Doc.Chq.dt,Month,Pstng.Date,Net.Due.Dt,G.L,Year,Pending_Amy,pending_cnt,Prediction,Low delay,Low Medium Delay,High Delay
1000,BPR,2351200265,101446,BANSAL BROTHERS,North,FBAD,RV,0.13,0,Z003,Credit,63002498,30.12.2018,Dec,30-12-18,09-01-19,1221001,2019,0.75,6,No Delay,0.95,0.05,0.01
2000,BPR,2412165958,101446,BANSAL BROTHERS,North,DELI,RV,0.15,0,ZZ19,Credit,63004221,30.12.2018,Dec,30-12-18,09-01-19,1221001,2019,0.75,6,No Delay,0.5,0.05,0.45
2000,BPR,2412165959,101446,BANSAL BROTHERS,North,DELI,RV,0.14,0,ZZ19,Credit,63004222,30.12.2018,Dec,30-12-18,09-01-19,1221001,2019,0.75,6,No Delay,0.52,0.05,0.43
2000,BPR,2412165957,101446,BANSAL BROTHERS,North,FBAD,RV,0.12,0,ZZ19,Credit,63004220,30.12.2018,Dec,30-12-18,09-01-19,1221001,2019,0.75,6,No Delay,0.79,0.04,0.18
2000,BPR,2412165976,101446,BANSAL BROTHERS,North,DELI,RV,0.16,0,ZZ19,Credit,63004240,30.12.2018,Dec,30-12-18,09-01-19,1221001,2019,0.75,6,No Delay,0.54,0.06,0.4
2000,BPR,2412165977,101446,BANSAL BROTHERS,North,DELI,RV,0.16,0,ZZ19,Credit,63004241,30.12.2018,Dec,30-12-18,09-01-19,1221001,2019,0.75,6,No Delay,0.54,0.06,0.4
2000,BPR,2412165974,101446,BANSAL BROTHERS,North,DELI,RV,0.16,0,ZZ19,Credit,63004238,30.12.2018,Dec,30-12-18,09-01-19,1221001,2019,0.75,6,No Delay,0.54,0.06,0.4
2000,BPR,2412165975,101446,BANSAL BROTHERS,North,DELI,RV,0.15,0,ZZ19,Credit,63004239,30.12.2018,Dec,30-12-18,09-01-19,1221001,2019,0.75,6,No Delay,0.5,0.05,0.45
9600,BPR,2146128856,101446,BANSAL BROTHERS,North,FBAD,RV,0.19,0,ZZ41,Credit,63004663,31.12.2018,Dec,31-12-18,10-01-19,1221001,2019,1.94,14,No Delay,0.63,0.01,0.36
9600,BPR,2351200304,101446,BANSAL BROTHERS,North,FBAD,RV,0.13,0,Z003,Credit,63007610,31.12.2018,Dec,31-12-18,10-01-19,1221001,2019,1.94,14,No Delay,0.84,0.0,0.16
9600,BPR,2351200303,101446,BANSAL BROTHERS,North,FBAD,RV,0.13,0,Z003,Credit,63007609,31.12.2018,Dec,31-12-18,10-01-19,1221001,2019,1.94,14,No Delay,0.84,0.0,0.16
2000,BPR,2412162642,101446,BANSAL BROTHERS,North,DELI,RV,0.11,0,ZZ19,Credit,64971068,21.12.2018,Dec,21-12-18,31-12-18,1221001,2019,0.26,2,No Delay,0.63,0.03,0.34
9600,BPR,2351200110,101446,BANSAL BROTHERS,North,FBAD,RV,0.12,0,Z003,Credit,64993837,28.12.2018,Dec,28-12-18,07-01-19,1221001,2019,0.89,7,No Delay,0.98,0.01,0.01
1000,BPR,2351200111,101446,BANSAL BROTHERS,North,FBAD,RV,0.13,0,Z003,Credit,64993838,28.12.2018,Dec,28-12-18,07-01-19,1221001,2019,0.89,7,No Delay,0.97,0.01,0.02
1000,BPR,2351200206,101446,BANSAL BROTHERS,North,FBAD,RV,0.13,0,Z003,Credit,64998484,29.12.2018,Dec,29-12-18,08-01-19,1221001,2019,0.62,5,No Delay,0.95,0.04,0.01
3000,BPR,2485216876,163486,Rohit & Co.,West,BOMB,RV,0.13,20,ZZ41,Credit,63004472,30.12.2018,Dec,30-12-18,09-01-19,1221001,2019,15.4,116,Low Delay,0.29,0.63,0.08
2000,BPR,2442038360,101297,AMIT IRON PVT. LTD,East,CALS,RV,0.17,1,ZZ16,Credit,64987139,26.12.2018,Dec,26-12-18,30-12-18,1221001,2019,3.46,33,No Delay,0.83,0.03,0.14
2000,BPR,2442038361,101297,AMIT IRON PVT. LTD,East,CALS,RV,0.17,1,ZZ16,Credit,64987140,26.12.2018,Dec,26-12-18,30-12-18,1221001,2019,3.46,33,No Delay,0.83,0.03,0.14
2000,BPR,2412165601,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.2,23,Z003,Credit,63001746,29.12.2018,Dec,29-12-18,08-01-19,1221001,2019,23.93,174,High Delay,0.22,0.01,0.77
2000,BPR,2424231313,120296,MAHARASHTRA METAL INDUSTRIES P,West,BOMB,RV,0.24,23,ZZ19,Credit,64996100,29.12.2018,Dec,29-12-18,08-01-19,1221001,2019,0.74,5,No Delay,0.7,0.29,0.01
2000,BPR,2424231311,120296,MAHARASHTRA METAL INDUSTRIES P,West,BOMB,RV,0.28,23,ZZ19,Credit,64996017,29.12.2018,Dec,29-12-18,08-01-19,1221001,2019,0.74,5,No Delay,0.65,0.34,0.01
4000,BPR,1253021413,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.21,-6,Z002,Credit,63002599,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,5.37,33,No Delay,0.97,0.01,0.02
4000,BPR,2432361127,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.2,-6,Z002,Credit,63004449,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,5.37,33,No Delay,0.97,0.01,0.02
4000,BPR,1254015033,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.2,-6,Z002,Credit,63003169,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,5.37,33,No Delay,0.97,0.01,0.02
4000,BPR,1253021412,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.19,-6,Z002,Credit,63002586,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,5.37,33,No Delay,0.97,0.01,0.02
4000,BPR,1254015035,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.19,-6,Z002,Credit,63003375,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,5.37,33,No Delay,0.97,0.01,0.02
4000,BPR,1253021419,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.19,-6,Z002,Credit,63003133,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,5.37,33,No Delay,0.97,0.01,0.02
4000,BPR,1254015034,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.18,-6,Z002,Credit,63003208,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,5.37,33,No Delay,0.97,0.01,0.02
4000,BPR,2432361111,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.17,-6,Z002,Credit,63004359,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,5.37,33,No Delay,0.97,0.01,0.02
4000,BPR,1253021405,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.19,-5,Z002,Credit,64998105,29.12.2018,Dec,29-12-18,05-01-19,1221001,2019,2.81,17,No Delay,0.98,0.01,0.01
4000,BPR,1253021406,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.19,-5,Z002,Credit,64998139,29.12.2018,Dec,29-12-18,05-01-19,1221001,2019,2.81,17,No Delay,0.98,0.01,0.01
4000,BPR,1261023828,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.16,-6,Z002,Credit,63002476,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,5.37,33,No Delay,0.97,0.01,0.02
4000,BPR,1253021410,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.19,-5,Z002,Credit,64999783,29.12.2018,Dec,29-12-18,05-01-19,1221001,2019,2.81,17,No Delay,0.98,0.01,0.01
4000,BPR,1254015024,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.15,-6,Z002,Credit,63002007,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,5.37,33,No Delay,0.98,0.01,0.01
4000,BPR,1253021411,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.18,-5,Z002,Credit,64999797,29.12.2018,Dec,29-12-18,05-01-19,1221001,2019,2.81,17,No Delay,0.98,0.01,0.01
4000,BPR,1261023838,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.15,-6,Z002,Credit,63003241,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,5.37,33,No Delay,0.98,0.01,0.01
4000,BPR,1254015042,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.15,-6,Z002,Credit,63004435,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,5.37,33,No Delay,0.98,0.01,0.01
4000,BPR,1261023831,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.15,-6,Z002,Credit,63002514,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,5.37,33,No Delay,0.98,0.01,0.01
4000,BPR,1254015043,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.15,-6,Z002,Credit,63004454,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,5.37,33,No Delay,0.98,0.01,0.01
4000,BPR,1261023830,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.14,-6,Z002,Credit,63002501,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,5.37,33,No Delay,0.94,0.02,0.04
4000,BPR,1253021409,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.17,-5,Z002,Credit,64999619,29.12.2018,Dec,29-12-18,05-01-19,1221001,2019,2.81,17,No Delay,0.97,0.02,0.01
4000,BPR,1261023833,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.14,-6,Z002,Credit,63002796,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,5.37,33,No Delay,0.94,0.02,0.04
4000,BPR,1253021399,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.21,-4,Z002,Credit,64993047,28.12.2018,Dec,28-12-18,04-01-19,1221001,2019,2.84,18,No Delay,0.98,0.01,0.02
4000,BPR,1254015039,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.14,-6,Z002,Credit,63004032,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,5.37,33,No Delay,0.94,0.02,0.04
4000,BPR,1254015023,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.16,-5,Z002,Credit,63001992,29.12.2018,Dec,29-12-18,05-01-19,1221001,2019,2.81,17,No Delay,0.97,0.02,0.01
4000,BPR,1253021404,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.16,-5,Z002,Credit,64997988,29.12.2018,Dec,29-12-18,05-01-19,1221001,2019,2.81,17,No Delay,0.97,0.02,0.01
4000,BPR,1253021408,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.16,-5,Z002,Credit,64998377,29.12.2018,Dec,29-12-18,05-01-19,1221001,2019,2.81,17,No Delay,0.97,0.02,0.01
4000,BPR,1254015006,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.2,-4,Z002,Credit,64994901,28.12.2018,Dec,28-12-18,04-01-19,1221001,2019,2.84,18,No Delay,0.98,0.0,0.02
4000,BPR,2497842006,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.16,-5,Z002,Credit,63002580,29.12.2018,Dec,29-12-18,05-01-19,1221001,2019,2.81,17,No Delay,0.97,0.02,0.01
4000,BPR,1254015020,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.15,-5,Z002,Credit,64999501,29.12.2018,Dec,29-12-18,05-01-19,1221001,2019,2.81,17,No Delay,0.99,0.0,0.0
4000,BPR,2432360951,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.19,-4,Z002,Credit,64994355,28.12.2018,Dec,28-12-18,04-01-19,1221001,2019,2.84,18,No Delay,0.97,0.01,0.02
4000,BPR,2497842008,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.15,-5,Z002,Credit,63002596,29.12.2018,Dec,29-12-18,05-01-19,1221001,2019,2.81,17,No Delay,0.99,0.0,0.0
4000,BPR,2497842007,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.15,-5,Z002,Credit,63002592,29.12.2018,Dec,29-12-18,05-01-19,1221001,2019,2.81,17,No Delay,0.99,0.0,0.0
4000,BPR,2497842005,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.15,-5,Z002,Credit,63002567,29.12.2018,Dec,29-12-18,05-01-19,1221001,2019,2.81,17,No Delay,0.99,0.0,0.0
4000,BPR,2497842009,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.14,-5,Z002,Credit,63002604,29.12.2018,Dec,29-12-18,05-01-19,1221001,2019,2.81,17,No Delay,0.94,0.02,0.04
4000,BPR,1253021402,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.17,-4,Z002,Credit,64993228,28.12.2018,Dec,28-12-18,04-01-19,1221001,2019,2.84,18,No Delay,0.97,0.02,0.01
4000,BPR,2497842004,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.14,-5,Z002,Credit,64999855,29.12.2018,Dec,29-12-18,05-01-19,1221001,2019,2.81,17,No Delay,0.94,0.02,0.04
4000,BPR,1254015007,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.17,-4,Z002,Credit,64994929,28.12.2018,Dec,28-12-18,04-01-19,1221001,2019,2.84,18,No Delay,0.97,0.02,0.01
4000,BPR,2432360956,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.16,-4,Z002,Credit,64994831,28.12.2018,Dec,28-12-18,04-01-19,1221001,2019,2.84,18,No Delay,0.97,0.02,0.01
4000,BPR,1254015010,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.16,-4,Z002,Credit,64995123,28.12.2018,Dec,28-12-18,04-01-19,1221001,2019,2.84,18,No Delay,0.97,0.02,0.01
4000,BPR,1254015009,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.16,-4,Z002,Credit,64995098,28.12.2018,Dec,28-12-18,04-01-19,1221001,2019,2.84,18,No Delay,0.97,0.02,0.01
4000,BPR,2432360853,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.2,-3,Z002,Credit,64990560,27.12.2018,Dec,27-12-18,03-01-19,1221001,2019,0.0,0,No Delay,1.0,0.0,0.0
4000,BPR,1254015008,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.15,-4,Z002,Credit,64995010,28.12.2018,Dec,28-12-18,04-01-19,1221001,2019,2.84,18,No Delay,0.99,0.0,0.01
4000,BPR,2497841992,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.15,-4,Z002,Credit,64995016,28.12.2018,Dec,28-12-18,04-01-19,1221001,2019,2.84,18,No Delay,0.99,0.0,0.01
4000,BPR,2497842003,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.12,-5,Z002,Credit,64999787,29.12.2018,Dec,29-12-18,05-01-19,1221001,2019,2.81,17,No Delay,0.93,0.03,0.04
4000,BPR,2432360887,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.18,-3,Z002,Credit,64991093,27.12.2018,Dec,27-12-18,03-01-19,1221001,2019,0.0,0,No Delay,1.0,0.0,0.0
4000,BPR,1261023829,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.09,-6,Z002,Credit,63002487,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,5.37,33,No Delay,0.94,0.03,0.03
4000,BPR,2432360881,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.17,-3,Z002,Credit,64990984,27.12.2018,Dec,27-12-18,03-01-19,1221001,2019,0.0,0,No Delay,1.0,0.0,0.0
4000,BPR,2432361128,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.07,-6,Z002,Credit,63004452,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,5.37,33,No Delay,0.94,0.03,0.03
4000,BPR,2497841960,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.14,-3,Z002,Credit,64988328,27.12.2018,Dec,27-12-18,03-01-19,1221001,2019,0.0,0,No Delay,1.0,0.0,0.0
4000,BPR,2497841971,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.13,-3,Z002,Credit,64990325,27.12.2018,Dec,27-12-18,03-01-19,1221001,2019,0.0,0,No Delay,1.0,0.0,0.0
4000,BPR,2497841959,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.12,-3,Z002,Credit,64988314,27.12.2018,Dec,27-12-18,03-01-19,1221001,2019,0.0,0,No Delay,1.0,0.0,0.0
4000,BPR,2497842029,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.12,2,Z002,Credit,63006634,31.12.2018,Dec,31-12-18,07-01-19,1221001,2019,0.27,2,No Delay,1.0,0.0,0.0
4000,BPR,1253021428,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.16,2,Z002,Credit,63005676,31.12.2018,Dec,31-12-18,07-01-19,1221001,2019,0.27,2,No Delay,0.98,0.02,0.0
4000,BPR,2432361134,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.17,2,Z002,Credit,63004671,31.12.2018,Dec,31-12-18,07-01-19,1221001,2019,0.27,2,No Delay,1.0,0.0,0.0
4000,BPR,2497842028,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.12,3,Z002,Credit,63003864,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,5.37,33,No Delay,0.94,0.03,0.04
4000,BPR,1253021429,101186,NANDAN SAHA STEEL PVT. LTD.,East,CALS,RV,0.2,2,Z002,Credit,63005972,31.12.2018,Dec,31-12-18,07-01-19,1221001,2019,0.27,2,No Delay,0.99,0.0,0.0
2000,BPR,2483314180,120296,MAHARASHTRA METAL INDUSTRIES P,West,BOMB,RV,0.23,28,ZZ34,Credit,63008698,31.12.2018,Dec,31-12-18,02-01-19,1221001,2019,2.53,17,No Delay,0.51,0.22,0.27
2000,BPR,2483314075,120296,MAHARASHTRA METAL INDUSTRIES P,West,BOMB,RV,0.24,28,ZZ34,Credit,63006503,31.12.2018,Dec,31-12-18,02-01-19,1221001,2019,2.53,17,No Delay,0.51,0.22,0.27
2000,BPR,2483314287,160245,M/S SHREE SALES,West,RPUR,RV,0.23,29,ZZ17,Credit,63010028,31.12.2018,Dec,31-12-18,06-01-19,1221001,2019,0.0,0,No Delay,0.92,0.07,0.01
2000,BPR,2483313912,120296,MAHARASHTRA METAL INDUSTRIES P,West,BOMB,RV,0.17,29,ZZ34,Credit,63003062,30.12.2018,Dec,30-12-18,01-01-19,1221001,2019,1.33,9,No Delay,0.53,0.23,0.24
2000,BPR,2483313890,120296,MAHARASHTRA METAL INDUSTRIES P,West,BOMB,RV,0.24,29,ZZ34,Credit,63002803,30.12.2018,Dec,30-12-18,01-01-19,1221001,2019,1.33,9,No Delay,0.7,0.11,0.18
2000,BPR,2483314248,120296,MAHARASHTRA METAL INDUSTRIES P,West,BOMB,RV,0.24,29,ZZ34,Credit,63009599,31.12.2018,Dec,31-12-18,02-01-19,1221001,2019,2.53,17,No Delay,0.51,0.22,0.27
2000,BPR,2424231356,100922,BUBNA COMMERCIAL CO.,East,CALS,RV,0.11,-5,ZZ30,Credit,63004937,31.12.2018,Dec,31-12-18,05-01-19,1221001,2019,0.0,0,No Delay,0.49,0.11,0.41
2000,BPR,2424231301,100922,BUBNA COMMERCIAL CO.,East,CALS,RV,0.23,-2,ZZ30,Credit,64992456,28.12.2018,Dec,28-12-18,02-01-19,1221001,2019,0.73,6,No Delay,0.47,0.17,0.37
2000,BPR,2424231357,100922,BUBNA COMMERCIAL CO.,East,CALS,RV,0.09,-5,ZZ30,Credit,63004938,31.12.2018,Dec,31-12-18,05-01-19,1221001,2019,0.0,0,No Delay,0.52,0.1,0.38
2000,BPR,2424231358,100922,BUBNA COMMERCIAL CO.,East,CALS,RV,0.04,-5,ZZ30,Credit,63004939,31.12.2018,Dec,31-12-18,05-01-19,1221001,2019,0.0,0,No Delay,0.8,0.05,0.15
2000,BPR,2412166607,100922,BUBNA COMMERCIAL CO.,East,CALS,RV,0.17,0,ZZ34,Credit,63010967,31.12.2018,Dec,31-12-18,02-01-19,1221001,2019,0.0,0,No Delay,0.55,0.05,0.4
2000,BPR,2426112953,100922,BUBNA COMMERCIAL CO.,East,CALS,RV,0.02,0,ZZ29,Credit,64971244,21.12.2018,Dec,21-12-18,24-12-18,1221001,2019,0.21,1,No Delay,0.82,0.04,0.14
2000,BPR,2426112954,100922,BUBNA COMMERCIAL CO.,East,CALS,RV,0.06,0,ZZ30,Credit,64971245,21.12.2018,Dec,21-12-18,26-12-18,1221001,2019,0.21,1,No Delay,0.61,0.08,0.31
2000,BPR,2426112962,100922,BUBNA COMMERCIAL CO.,East,CALS,RV,0.07,0,ZZ30,Credit,64971268,21.12.2018,Dec,21-12-18,26-12-18,1221001,2019,0.21,1,No Delay,0.58,0.08,0.34
2000,BPR,2418202743,100922,BUBNA COMMERCIAL CO.,East,CALS,RV,0.23,0,ZZ30,Credit,64972846,22.12.2018,Dec,22-12-18,27-12-18,1221001,2019,0.87,9,No Delay,0.48,0.16,0.37
2000,BPR,2412163215,100922,BUBNA COMMERCIAL CO.,East,CALS,RV,0.18,0,ZZ34,Credit,64974819,22.12.2018,Dec,22-12-18,24-12-18,1221001,2019,0.87,9,No Delay,0.56,0.04,0.4
