,Material No,Matl Group,MG 1,MG 2,MG 3,WidthXThk,PROFILE,COLOUR,LOCK MAKE,Design
2652,1208221,1,0,0,1,822,2,7,6,E01
2653,1208467,1,1,1,1,197,0,8,21,E32
2654,1208487,1,1,1,1,822,0,7,6,E32
2655,1208493,1,1,1,1,185,0,0,21,E01
2656,1208519,1,1,1,1,185,0,1,15,E18
2657,1208625,1,1,1,1,185,5,7,21,
2658,1208725,1,1,1,1,197,5,8,21,E32
2659,1208818,1,1,1,1,776,0,1,6,E01
2660,1232979,0,1,1,1,786,0,27,6,PLAINSTEEL
2661,1233010,0,0,0,1,786,0,16,6,PLAINSTEEL
2662,1233075,0,0,0,1,219,2,7,6,E32
2663,1233102,0,0,0,1,26,2,7,6,E18
2664,1233109,0,0,0,1,26,2,8,6,E32
2665,1233133,0,0,0,0,26,7,7,6,PLAINWOOD
2666,1233163,0,1,1,1,317,0,16,15,PLAINSTEEL
2667,1233222,0,1,1,1,765,0,12,15,PLAINSTEEL
2668,1233243,0,1,1,1,197,0,16,21,PLAINSTEEL
2669,1233251,0,1,1,1,566,0,7,6,PLAINWOOD
2670,1233348,0,1,1,1,77,0,7,6,E18
2671,1233355,0,1,1,1,820,0,1,6,E18
2672,1233358,0,1,1,1,820,0,8,6,PLAINWOOD
2673,1233359,0,1,1,1,820,0,8,6,PLAINWOOD
2674,1233397,0,1,1,1,822,0,16,6,PLAINSTEEL
2675,1233453,0,1,1,1,762,0,1,6,PLAINWOOD
2676,1233481,0,1,1,1,579,0,1,6,PLAINWOOD
2677,1233482,0,1,1,1,539,0,8,6,PLAINWOOD
2678,1233483,0,1,1,1,675,0,1,6,PLAINWOOD
2679,1233539,0,1,1,1,552,0,16,6,PLAINSTEEL
2680,1233549,0,1,1,1,552,0,1,15,PLAINWOOD
2681,1233553,0,1,1,1,786,0,8,15,PLAINWOOD
2682,1233566,0,0,0,1,185,7,1,6,E01
2683,1234558,0,0,0,1,822,2,6,6,E18
2684,1234592,0,0,0,1,822,2,1,6,PLAINWOOD
2685,1234639,0,0,0,1,765,0,8,6,PLAINWOOD
2686,1234648,0,1,1,1,641,2,7,15,PLAINWOOD
2687,1234663,0,1,1,1,812,2,7,21,E32
2688,1234683,0,1,1,1,151,0,1,6,PLAINWOOD
2689,1234684,0,1,1,1,151,0,1,6,PLAINWOOD
2690,1234730,0,1,1,1,873,0,8,6,PLAINWOOD
2691,1234778,0,1,1,1,808,0,16,6,PLAINSTEEL
2692,1234819,0,1,1,1,599,2,3,6,PLAINWOOD
2693,1234830,0,1,1,1,822,0,7,21,E32
2694,1234834,0,0,0,0,26,2,1,6,PLAINWOOD
2695,1234853,0,1,1,1,580,0,16,6,PLAINSTEEL
2696,1234927,0,1,1,1,822,0,16,6,PLAINSTEEL
2697,1234969,0,1,1,1,820,0,16,6,PLAINSTEEL
2698,1225419,0,1,1,1,774,0,7,6,PLAINWOOD
2699,1225633,0,1,1,1,175,0,16,15,PLAINSTEEL
2700,1225848,0,1,1,1,774,0,7,6,E32
2701,1225854,0,1,1,1,774,0,8,6,PLAINWOOD
2702,1226127,0,1,1,1,118,0,7,6,PLAINWOOD
2703,1226455,0,1,1,1,124,0,7,6,E32
2704,1226624,0,1,1,1,776,0,7,15,E32
2705,1227054,0,1,1,1,786,0,7,6,E18
2706,1227151,0,0,0,1,175,0,7,6,E32
2707,1227307,0,1,1,1,47,0,13,6,PLAINSTEEL
2708,1238622,1,1,1,1,317,1,16,6,PLAINSTEEL
2709,1238662,1,1,1,1,599,1,17,6,PLAINSTEEL
2710,1238696,1,1,1,1,765,1,16,15,PLAINSTEEL
2711,1238705,1,1,1,1,722,0,1,6,PLAINWOOD
2712,1238723,1,0,0,1,317,1,8,6,PLAINWOOD
2713,1238899,1,0,0,0,405,1,7,6,PLAINWOOD
2714,1239465,1,0,0,1,219,2,7,6,PLAINWOOD
2715,1239620,1,1,1,1,822,2,3,21,E02
2716,1239622,1,1,1,1,822,2,3,21,E32
2717,1239998,1,1,1,1,820,1,7,21,PLAINWOOD
2718,1240249,1,1,1,1,776,1,1,6,E05
2719,1240273,1,1,1,1,762,1,3,6,PLAINWOOD
2720,1255976,1,0,0,1,219,2,7,6,E32
2721,1255985,1,0,0,1,26,8,7,6,E32
2722,1255998,1,0,0,1,776,0,7,6,PLAINWOOD
2723,1256002,1,0,0,1,219,8,7,6,E32
2724,1256005,1,0,0,1,26,8,7,6,E32
2725,1256010,1,0,0,0,219,8,7,6,PLAINWOOD
2726,1256011,1,0,0,1,822,2,7,6,E18
2727,1256013,1,1,1,1,599,0,7,21,PLAINWOOD
2728,1256021,1,0,0,1,219,8,7,6,E18
2729,1256036,1,0,0,1,26,8,7,6,E18
2730,1256057,1,1,1,1,765,0,7,6,E02
2731,1256061,1,1,1,1,762,0,16,6,PLAINSTEEL
2732,1256075,1,1,1,1,552,0,0,6,PLAINWOOD
2733,1256090,1,1,1,1,561,0,16,6,PLAINSTEEL
2734,1256109,1,0,0,1,599,2,7,6,PLAINWOOD
2735,1256127,1,1,1,1,762,0,7,21,PLAINWOOD
2736,1256152,1,0,0,1,118,0,7,6,PLAINWOOD
2737,1256155,1,1,1,1,175,0,8,6,E02
2738,1256159,1,0,0,1,317,0,1,6,E18
2739,1256175,1,0,0,1,175,0,8,6,PLAINWOOD
2740,1256204,1,1,1,1,641,2,7,15,PLAINWOOD
2741,1256232,1,1,1,1,822,2,3,21,E01
2742,1256235,1,0,0,1,26,2,7,6,E01
2743,1256320,1,1,1,1,828,0,16,6,PLAINSTEEL
2744,1258195,1,1,1,1,547,0,7,6,PLAINWOOD
2745,1258319,1,0,0,1,175,0,7,12,E32
2746,1258334,1,1,1,1,641,2,1,6,PLAINWOOD
2747,1258349,1,1,1,1,552,0,1,21,PLAINWOOD
2748,1258374,1,0,0,1,822,8,7,6,E32
2749,1258446,1,1,1,1,51,5,1,6,E18
2750,1258466,1,1,1,1,197,0,7,6,E01
2751,1258526,1,0,0,1,776,0,8,12,PLAINWOOD
2752,1258535,1,0,0,1,175,0,1,12,PLAINWOOD
2753,1301993,1,0,0,1,820,0,19,6,PLAINSTEEL
2754,1298240,1,0,0,1,118,0,20,6,PLAINSTEEL
2755,1266676,1,1,1,1,786,0,30,6,PLAINSTEEL
2756,1308113,1,1,1,1,786,0,20,6,PLAINSTEEL
2757,1259779,1,1,1,0,442,0,15,0,PLAINSTEEL
2758,1259780,1,1,1,1,631,0,15,0,PLAINSTEEL
2759,1259782,1,1,1,1,185,0,15,0,PLAINSTEEL
2760,1259783,1,1,1,1,754,0,15,0,PLAINSTEEL
2761,1259785,1,1,1,1,597,2,3,15,PLAINWOOD
2762,1259789,1,0,0,1,791,0,1,12,E32
2763,1259790,1,0,0,1,791,3,1,12,E32
2764,1259797,1,0,0,1,854,0,1,12,PLAINWOOD
2765,1259798,1,1,1,1,801,0,1,6,E32
2766,1259799,1,1,1,1,701,0,1,6,E32
2767,1259800,1,1,1,1,723,0,1,6,E32
2768,1259801,1,1,1,1,738,0,7,6,E32
2769,1259802,1,1,1,1,815,0,7,6,E32
2770,1259805,1,1,1,1,622,0,25,6,PLAINSTEEL
2771,1259808,1,1,1,1,694,0,25,6,PLAINSTEEL
2772,1259809,1,1,1,1,88,0,7,6,E05
2773,1259810,1,1,1,1,4,0,7,6,E05
2774,1259814,1,1,1,1,904,0,3,6,PLAINWOOD
2775,1259815,1,1,1,1,904,0,3,6,PLAINWOOD
2776,1259817,1,1,1,1,151,0,25,6,PLAINSTEEL
2777,1259818,1,1,1,1,149,0,25,6,PLAINSTEEL
2778,1259819,1,1,1,1,147,0,25,6,PLAINSTEEL
2779,1259823,1,1,1,1,77,0,12,6,PLAINSTEEL
2780,1259828,1,1,1,1,77,0,1,6,E18
2781,1259829,1,1,1,1,155,0,1,6,E18
2782,1259830,1,1,1,1,153,0,1,6,E18
2783,1259831,1,1,1,1,824,0,1,6,E18
2784,1259836,1,1,1,1,820,0,7,6,E18
2785,1259838,1,1,1,1,861,0,7,6,PLAINWOOD
2786,1259839,1,1,1,1,710,0,7,6,PLAINWOOD
2787,1259841,1,1,1,1,83,4,15,19,PLAINSTEEL
2788,1259931,1,1,1,0,449,4,15,19,PLAINSTEEL
2789,1259844,1,1,1,1,154,0,7,6,E32
2790,1259845,1,1,1,1,154,0,7,6,E32
2791,1259852,1,1,1,1,39,0,0,6,PLAINWOOD
2792,1259853,1,1,1,1,716,0,0,6,PLAINWOOD
2793,1259854,1,1,1,1,665,0,0,6,PLAINWOOD
2794,1259855,1,1,1,1,718,0,0,6,PLAINWOOD
2795,1259856,1,1,1,1,691,0,0,6,PLAINWOOD
2796,1259857,1,1,1,1,712,0,0,6,PLAINWOOD
2797,1259859,1,1,1,1,716,0,0,6,PLAINWOOD
2798,1259861,1,0,0,1,721,0,25,6,PLAINSTEEL
2799,1259932,1,1,1,1,344,2,5,6,PLAINWOOD
2800,1259864,1,1,1,1,219,0,7,6,E02
2801,1259875,1,1,1,1,774,0,1,21,PLAINWOOD
2802,1259876,1,1,1,1,774,0,7,21,PLAINWOOD
2803,1259900,1,1,1,1,603,2,0,6,PLAINWOOD
2804,1259901,1,1,1,1,603,2,0,6,PLAINWOOD
2805,1259904,1,0,0,1,822,8,3,6,PLAINWOOD
2806,1259911,1,1,1,1,786,0,17,6,PLAINSTEEL
2807,1259917,1,1,1,1,51,0,8,6,E05
2808,1259920,1,1,1,1,90,0,12,6,PLAINSTEEL
2809,1259921,1,1,1,1,151,0,1,6,E18
2810,1259922,1,1,1,1,151,0,1,6,E18
2811,1259924,1,1,1,1,152,0,1,6,E18
2812,1260986,1,1,1,1,647,0,1,21,E18
2813,1260991,1,1,1,1,136,0,1,6,PLAINWOOD
2814,1260992,1,0,0,1,786,7,7,6,E05
2815,1260993,1,0,0,1,185,7,7,6,E05
2816,1260995,1,1,1,1,776,0,25,21,PLAINSTEEL
2817,1261000,1,1,1,1,786,0,25,21,PLAINSTEEL
2818,1261001,1,1,1,1,786,0,7,15,PLAINWOOD
2819,1261002,1,1,1,1,786,0,7,15,PLAINWOOD
2820,1261013,1,1,1,1,848,0,1,6,PLAINWOOD
2821,1261014,1,1,1,1,852,0,1,6,PLAINWOOD
2822,1261015,1,1,1,1,485,0,1,6,PLAINWOOD
2823,1261017,1,1,1,1,482,0,1,6,PLAINWOOD
2824,1261018,1,1,1,1,860,0,1,6,PLAINWOOD
2825,1261019,1,1,1,1,487,0,1,6,PLAINWOOD
2826,1261020,1,1,1,1,860,0,1,6,PLAINWOOD
2827,1261035,1,1,1,1,185,0,1,15,E18
2828,1261037,1,1,1,1,185,0,1,15,E01
2829,1261038,1,1,1,1,185,0,1,15,E01
2830,1261042,1,1,1,1,47,0,19,15,PLAINSTEEL
2831,1261043,1,1,1,1,47,0,21,15,PLAINSTEEL
2832,1261044,1,1,1,1,776,0,1,15,E18
2833,1261045,1,0,0,1,762,0,25,6,PLAINSTEEL
2834,1261047,1,1,1,1,511,0,25,15,PLAINSTEEL
2835,1261048,1,1,1,1,604,0,25,15,PLAINSTEEL
2836,1261050,1,1,1,1,669,0,25,16,PLAINSTEEL
2837,1261051,1,1,1,1,743,0,7,15,E32
2838,1261056,1,0,0,1,26,8,7,6,PLAINWOOD
2839,1261058,1,1,1,1,219,2,7,21,PLAINWOOD
2840,1261060,1,0,0,0,30,8,7,6,PLAINWOOD
2841,1261061,1,0,0,0,30,2,7,6,PLAINWOOD
2842,1261064,1,0,0,0,24,2,7,6,PLAINWOOD
2843,1261069,1,0,0,1,822,2,0,6,E32
2844,1261070,1,0,0,1,822,2,0,6,E32
2845,1261071,1,0,0,1,822,2,0,6,E32
2846,1261074,1,1,1,1,822,2,8,21,E05
2847,1261076,1,0,0,1,26,0,7,6,E32
2848,1261077,1,0,0,1,822,7,7,6,E32
2849,1261079,1,0,0,1,26,2,8,6,E01
2850,1261081,1,1,1,1,26,0,7,21,PLAINWOOD
2851,1261083,1,1,1,1,591,0,1,21,PLAINWOOD
2852,1261084,1,0,0,1,822,7,25,12,PLAINSTEEL
2853,1261085,1,1,1,1,755,0,0,7,PLAINWOOD
2854,1261086,1,1,1,1,729,0,0,7,PLAINWOOD
2855,1261088,1,1,1,1,643,2,7,6,PLAINWOOD
2856,1261089,1,1,1,1,619,2,7,6,PLAINWOOD
2857,1261091,1,1,1,1,602,2,7,6,PLAINWOOD
2858,1261093,1,1,1,1,830,2,7,21,PLAINWOOD
2859,1261095,1,1,1,1,844,2,7,21,PLAINWOOD
2860,1261096,1,1,1,1,844,2,7,21,PLAINWOOD
2861,1261097,1,0,0,1,33,2,7,6,PLAINWOOD
2862,1261098,1,0,0,1,874,2,7,6,PLAINWOOD
2863,1261099,1,0,0,1,30,2,7,5,PLAINWOOD
2864,1261108,1,1,1,1,576,0,25,6,PLAINSTEEL
2865,1261109,1,0,0,1,245,4,27,19,PLAINSTEEL
2866,1261110,1,0,0,1,702,4,27,20,PLAINSTEEL
2867,1261111,1,0,0,1,620,0,27,20,PLAINSTEEL
2868,1261112,1,0,0,1,620,0,27,20,PLAINSTEEL
2869,1262935,1,0,0,1,197,8,7,6,E32
2870,1262936,1,1,1,1,552,5,1,21,PLAINWOOD
2871,1262939,1,1,1,1,765,5,8,6,PLAINWOOD
2872,1262976,1,0,0,1,776,0,8,6,E32
2873,1262977,1,0,0,1,776,0,8,6,E32
2874,1263038,1,1,1,1,776,0,25,22,PLAINSTEEL
2875,1263043,1,1,1,1,762,0,7,6,PLAINWOOD
2876,1263143,1,1,1,1,822,2,7,21,E01
2877,1263159,1,0,0,0,219,8,3,6,PLAINWOOD
2878,1263243,1,1,1,1,786,0,21,21,PLAINSTEEL
2879,1263305,1,1,1,1,786,0,0,6,PLAINWOOD
2880,1263333,1,1,1,1,153,0,0,6,E32
2881,1263345,1,1,1,1,786,0,1,6,E32
2882,1263425,1,1,1,1,175,0,1,6,E05
2883,1263437,1,0,0,1,157,4,29,4,PLAINSTEEL
2884,1265529,1,1,1,1,599,0,25,21,PLAINSTEEL
2885,1265531,1,1,1,1,786,0,25,6,PLAINSTEEL
2886,1265541,1,1,1,1,776,0,8,21,PLAINWOOD
2887,1265550,1,0,0,1,786,8,7,12,E32
2888,1265557,1,1,1,1,776,0,1,6,E05
2889,1265564,1,1,1,1,70,0,25,6,PLAINSTEEL
2890,1265570,1,1,1,1,63,0,7,6,E32
2891,1265571,1,1,1,1,56,0,7,6,E32
2892,1265574,1,1,1,1,661,0,7,6,PLAINWOOD
2893,1265580,1,1,1,1,86,0,7,6,E32
2894,1265581,1,1,1,1,87,0,7,6,E32
2895,1265582,1,1,1,1,87,0,7,6,E32
2896,1265583,1,1,1,1,64,0,7,6,E32
2897,1265592,1,1,1,0,411,0,7,21,PLAINWOOD
2898,1265600,1,1,1,1,612,0,7,6,PLAINWOOD
2899,1265601,1,1,1,1,610,0,7,6,PLAINWOOD
2900,1265604,1,1,1,1,607,0,7,6,PLAINWOOD
2901,1265606,1,1,1,1,27,0,7,6,E32
2902,1265607,1,1,1,1,235,0,7,6,E32
2903,1265608,1,1,1,1,114,0,7,6,E32
2904,1265611,1,1,1,1,608,0,7,6,PLAINWOOD
2905,1265612,1,1,1,1,606,0,7,6,PLAINWOOD
2906,1265623,1,1,1,1,668,0,7,6,PLAINWOOD
2907,1265624,1,1,1,1,270,0,7,6,E32
2908,1265625,1,1,1,1,246,0,7,6,E32
2909,1266613,1,1,1,1,68,0,1,6,PLAINWOOD
2910,1266614,1,1,1,1,46,0,1,6,PLAINWOOD
2911,1266615,1,1,1,1,85,0,1,6,PLAINWOOD
2912,1266616,1,1,1,1,102,0,1,6,PLAINWOOD
2913,1266618,1,1,1,1,197,5,8,21,PLAINWOOD
2914,1266983,1,0,0,1,199,0,8,12,PLAINWOOD
2915,1266626,1,1,1,1,613,0,25,15,PLAINSTEEL
2916,1266635,1,1,1,1,578,0,25,6,PLAINSTEEL
2917,1266648,1,1,1,1,605,0,25,6,PLAINSTEEL
2918,1266649,1,1,1,1,158,0,25,6,PLAINSTEEL
2919,1266653,1,1,1,1,251,0,7,6,E05
2920,1266654,1,1,1,1,209,0,7,6,E05
2921,1266657,1,1,1,1,341,0,7,6,PLAINWOOD
2922,1266659,1,1,1,1,276,0,7,6,E05
2923,1266661,1,1,1,1,81,0,7,6,E02
2924,1266667,1,1,1,1,808,0,1,6,E02
2925,1266668,1,1,1,1,903,0,1,6,E02
2926,1266669,1,1,1,1,834,0,1,6,E02
2927,1266670,1,1,1,1,3,0,1,6,E02
2928,1266675,1,1,1,1,552,0,30,21,PLAINSTEEL
2929,1266676,1,1,1,1,786,0,30,6,PLAINSTEEL
2930,1266679,1,1,1,1,185,0,21,21,PLAINSTEEL
2931,1266686,1,1,1,1,571,0,21,21,PLAINSTEEL
2932,1266688,1,1,1,1,571,0,0,21,PLAINWOOD
2933,1266689,1,1,1,1,58,0,7,6,E32
2934,1266690,1,1,1,1,59,0,7,6,E32
2935,1266691,1,1,1,1,59,0,7,6,E32
2936,1266692,1,1,1,1,561,0,7,6,PLAINWOOD
2937,1266693,1,1,1,1,561,0,7,6,PLAINWOOD
2938,1266696,1,1,1,1,797,5,1,21,E32
2939,1266697,1,1,1,1,797,9,1,21,PLAINWOOD
2940,1266698,1,1,1,1,797,9,1,21,PLAINWOOD
2941,1266703,1,1,1,1,571,5,28,21,PLAINSTEEL
2942,1266704,1,1,1,1,338,0,25,21,PLAINSTEEL
2943,1266706,1,1,1,1,197,0,7,21,E01
2944,1266707,1,1,1,1,197,0,7,21,E01
2945,1266709,1,1,1,1,571,0,25,21,PLAINSTEEL
2946,1266711,1,1,1,1,338,9,7,21,E01
2947,1266712,1,1,1,1,797,9,7,21,PLAINWOOD
2948,1266714,1,1,1,1,197,9,7,21,PLAINWOOD
2949,1266726,1,1,1,1,51,0,0,6,PLAINWOOD
2950,1266728,1,1,1,1,118,0,8,6,PLAINWOOD
2951,1266731,1,1,1,1,776,0,11,6,PLAINWOOD
2952,1266733,1,0,0,1,26,0,1,12,PLAINWOOD
2953,1266753,1,1,1,1,776,0,1,7,PLAINWOOD
2954,1266754,1,0,0,1,786,0,1,7,PLAINWOOD
2955,1266755,1,0,0,1,786,0,1,7,PLAINWOOD
2956,1266756,1,0,0,1,786,0,1,7,PLAINWOOD
2957,1266757,1,0,0,1,786,0,1,7,PLAINWOOD
2958,1266764,1,1,1,1,327,0,28,6,PLAINSTEEL
2959,1266769,1,1,1,1,776,0,19,21,PLAINSTEEL
2960,1266787,1,0,0,1,867,0,8,6,E18
2961,1266796,1,0,0,1,185,2,7,12,PLAINWOOD
2962,1266798,1,0,0,1,317,0,1,12,E18
2963,1266799,1,1,1,1,599,0,25,22,PLAINSTEEL
2964,1266802,1,1,1,1,182,0,8,6,E18
2965,1266803,1,1,1,1,753,0,8,6,E01
2966,1266813,1,1,1,1,65,0,25,6,PLAINSTEEL
2967,1266814,1,1,1,1,838,0,25,6,PLAINSTEEL
2968,1266816,1,1,1,1,838,0,3,6,E02
2969,1266817,1,1,1,1,904,0,3,6,E02
2970,1266819,1,1,1,1,838,0,25,6,PLAINSTEEL
2971,1266828,1,1,1,1,148,0,7,6,E01
2972,1266829,1,1,1,1,205,0,7,6,E05
2973,1266833,1,1,1,1,71,0,7,6,E18
2974,1266842,1,1,1,1,495,0,25,6,PLAINSTEEL
2975,1266843,1,1,1,1,494,0,25,6,PLAINSTEEL
2976,1266844,1,1,1,1,496,0,25,6,PLAINSTEEL
2977,1266850,1,1,1,1,820,0,1,6,E01
2978,1266851,1,1,1,1,843,0,1,6,E01
2979,1266852,1,1,1,1,852,0,1,6,E01
2980,1266853,1,1,1,1,894,0,1,6,E01
2981,1266854,1,1,1,1,144,0,1,6,E18
2982,1266855,1,1,1,1,808,0,1,6,E18
2983,1266860,1,1,1,1,786,0,8,6,E32
2984,1266861,1,1,1,1,786,0,8,6,E32
2985,1266869,1,1,1,1,26,0,25,21,PLAINSTEEL
2986,1266873,1,0,0,1,47,0,8,12,E32
2987,1266992,1,0,0,0,346,0,30,4,PLAINSTEEL
2988,1266887,1,0,0,1,741,0,30,12,PLAINSTEEL
2989,1266893,1,1,1,1,869,0,19,6,PLAINSTEEL
2990,1266895,1,1,1,1,71,0,1,6,E01
2991,1266896,1,1,1,1,71,0,1,6,E01
2992,1266897,1,1,1,1,144,0,1,6,E01
2993,1266898,1,1,1,1,808,0,1,6,E01
2994,1266899,1,1,1,1,144,0,1,6,E32
2995,1266905,1,1,1,1,284,0,0,6,E32
2996,1266906,1,1,1,1,44,3,1,6,PLAINWOOD
2997,1266917,1,1,1,1,543,2,8,16,PLAINWOOD
2998,1266920,1,1,1,1,693,0,7,15,PLAINWOOD
2999,1266926,1,0,0,1,333,7,8,6,E32
3000,1266927,1,1,1,1,192,2,8,6,E32
3001,1266930,1,1,1,1,192,2,8,6,E32
3002,1266931,1,1,1,1,757,2,8,6,E32
3003,1266932,1,1,1,1,558,0,8,6,PLAINWOOD
3004,1266935,1,1,1,1,185,2,8,6,E32
3005,1266938,1,1,1,1,185,2,8,6,E32
3006,1266941,1,1,1,1,875,2,7,6,PLAINWOOD
3007,1266942,1,1,1,1,192,2,7,6,PLAINWOOD
3008,1266944,1,0,0,1,192,8,7,6,PLAINWOOD
3009,1266945,1,0,0,0,434,0,0,4,PLAINWOOD
3010,1266946,1,1,1,1,621,0,1,6,PLAINWOOD
3011,1266953,1,1,1,1,185,2,1,21,E32
3012,1266955,1,1,1,1,185,2,1,21,E32
3013,1266956,1,1,1,1,786,2,1,21,E32
3014,1266958,1,0,0,1,786,7,1,6,PLAINWOOD
3015,1266959,1,1,1,1,43,2,1,4,PLAINWOOD
3016,1266960,1,0,0,1,786,7,7,12,E05
3017,1266961,1,0,0,1,185,7,7,12,E05
3018,1266972,1,1,1,1,185,0,7,7,PLAINWOOD
3019,1266973,1,1,1,1,185,0,7,7,PLAINWOOD
3020,1266975,1,1,1,1,185,0,7,7,E32
3021,1267729,1,0,0,1,118,0,1,6,E18
3022,1267730,1,1,1,1,175,0,1,6,PLAINWOOD
3023,1267742,1,1,1,1,99,0,1,15,E18
3024,1267743,1,1,1,1,112,0,1,15,E01
3025,1267744,1,1,1,1,110,0,1,15,E18
3026,1268374,1,1,1,1,107,0,0,15,E05
3027,1268375,1,1,1,1,133,0,1,15,E01
3028,1267747,1,1,1,1,111,0,0,15,E05
3029,1267750,1,1,1,1,901,0,7,15,PLAINWOOD
3030,1267752,1,1,1,1,285,0,7,15,PLAINWOOD
3031,1267753,1,1,1,1,271,0,7,15,PLAINWOOD
3032,1267754,1,1,1,1,293,2,7,15,PLAINWOOD
3033,1267755,1,1,1,1,292,2,7,15,PLAINWOOD
3034,1267757,1,1,1,1,879,0,25,15,PLAINSTEEL
3035,1267758,1,1,1,1,862,0,25,15,PLAINSTEEL
3036,1267765,1,0,0,1,762,2,7,6,E32
3037,1267774,1,0,0,1,219,8,8,12,E18
3038,1267778,1,0,0,1,26,8,7,12,E18
3039,1267789,1,0,0,1,822,2,9,6,E32
3040,1267793,1,0,0,1,317,7,1,12,E32
3041,1267794,1,0,0,1,776,7,7,12,PLAINWOOD
3042,1267798,1,1,1,1,168,0,0,6,PLAINWOOD
3043,1267799,1,1,1,1,168,0,0,6,PLAINWOOD
3044,1267805,1,1,1,1,552,0,7,21,PLAINWOOD
3045,1267807,1,0,0,1,185,5,7,12,E32
3046,1267808,1,0,0,1,185,5,7,12,E32
3047,1267813,1,1,1,1,522,0,0,6,PLAINWOOD
3048,1267824,1,1,1,1,682,0,30,21,PLAINSTEEL
3049,1267825,1,1,1,1,490,0,30,21,PLAINSTEEL
3050,1267826,1,1,1,1,786,0,0,7,PLAINWOOD
3051,1267827,1,1,1,1,786,0,0,7,PLAINWOOD
3052,1267828,1,1,1,1,175,0,0,7,PLAINWOOD
3053,1267829,1,0,0,1,776,0,1,12,E01
3054,1267830,1,0,0,1,185,7,25,6,PLAINSTEEL
3055,1267833,1,1,1,1,462,0,7,6,E18
3056,1267834,1,0,0,1,796,7,8,6,E32
3057,1267838,1,0,0,1,26,8,7,12,E32
3058,1267843,1,1,1,1,281,0,1,3,E01
3059,1268377,1,0,0,0,432,4,18,19,PLAINSTEEL
3060,1268379,1,0,0,0,432,4,18,19,PLAINSTEEL
3061,1267854,1,0,0,0,440,4,18,19,PLAINSTEEL
3062,1268383,1,0,0,0,471,4,18,19,PLAINSTEEL
3063,1268384,1,0,0,0,468,4,18,19,PLAINSTEEL
3064,1268385,1,0,0,0,459,4,18,19,PLAINSTEEL
3065,1268386,1,0,0,0,469,4,18,19,PLAINSTEEL
3066,1267860,1,0,0,0,465,4,18,19,PLAINSTEEL
3067,1267861,1,0,0,0,463,4,18,19,PLAINSTEEL
3068,1268388,1,0,0,0,415,4,18,19,PLAINSTEEL
3069,1268389,1,0,0,0,416,4,18,19,PLAINSTEEL
3070,1267867,1,0,0,0,418,4,18,19,PLAINSTEEL
3071,1268390,1,0,0,0,450,4,18,19,PLAINSTEEL
3072,1267870,1,0,0,0,456,4,18,19,PLAINSTEEL
3073,1268391,1,0,0,0,401,4,24,5,PLAINSTEEL
3074,1267872,1,0,0,0,404,4,24,5,PLAINSTEEL
3075,1267873,1,0,0,0,402,4,24,5,PLAINSTEEL
3076,1267874,1,0,0,0,403,4,24,5,PLAINSTEEL
3077,1268392,1,0,0,0,400,4,24,5,PLAINSTEEL
3078,1268393,1,0,0,0,368,4,24,5,PLAINSTEEL
3079,1268394,1,0,0,0,368,4,24,5,PLAINSTEEL
3080,1267880,1,0,0,0,383,4,24,5,PLAINSTEEL
3081,1267883,1,0,0,0,394,4,24,5,PLAINSTEEL
3082,1267884,1,0,0,0,367,4,24,5,PLAINSTEEL
3083,1267885,1,0,0,0,371,4,24,5,PLAINSTEEL
3084,1268396,1,0,0,0,387,4,24,5,PLAINSTEEL
3085,1268397,1,0,0,0,374,4,24,5,PLAINSTEEL
3086,1268398,1,0,0,0,373,4,24,5,PLAINSTEEL
3087,1268399,1,0,0,0,412,4,24,5,PLAINSTEEL
3088,1267890,1,0,0,0,384,4,24,5,PLAINSTEEL
3089,1267892,1,0,0,1,269,4,24,5,PLAINSTEEL
3090,1268400,1,0,0,1,922,4,24,5,PLAINSTEEL
3091,1267894,1,0,0,1,296,4,24,5,PLAINSTEEL
3092,1267904,1,0,0,0,448,4,18,5,PLAINSTEEL
3093,1268404,1,0,0,0,421,4,24,5,PLAINSTEEL
3094,1267909,1,0,0,1,323,4,24,5,PLAINSTEEL
3095,1268405,1,0,0,0,437,4,24,5,PLAINSTEEL
3096,1267925,1,1,1,1,809,0,7,21,PLAINWOOD
3097,1267927,1,1,1,1,812,2,7,21,PLAINWOOD
3098,1267929,1,1,1,1,812,0,7,21,PLAINWOOD
3099,1267930,1,1,1,1,812,0,7,21,PLAINWOOD
3100,1267931,1,1,1,1,812,2,7,21,PLAINWOOD
3101,1267932,1,1,1,1,638,0,7,6,PLAINWOOD
3102,1267933,1,1,1,1,638,2,7,6,PLAINWOOD
3103,1267935,1,1,1,1,593,2,7,6,PLAINWOOD
3104,1267936,1,0,0,1,22,2,1,6,E01
3105,1267938,1,1,1,1,641,2,2,6,PLAINWOOD
3106,1267939,1,1,1,1,641,2,2,6,PLAINWOOD
3107,1267944,1,1,1,1,822,2,27,21,PLAINSTEEL
3108,1267946,1,1,1,1,593,0,27,6,PLAINSTEEL
3109,1267947,1,1,1,1,601,0,27,6,PLAINSTEEL
3110,1267949,1,0,0,1,244,4,19,19,PLAINSTEEL
3111,1267956,1,0,0,1,797,9,7,12,PLAINWOOD
3112,1267959,1,0,0,1,912,9,7,12,PLAINWOOD
3113,1267960,1,1,1,1,786,5,30,21,PLAINSTEEL
3114,1267964,1,1,1,1,139,0,8,21,PLAINWOOD
